Id,Pose,Angle0,Angle1,Angle2,Angle3,Angle4,Angle5,Angle6,Angle7,Angle8,Angle9,Angle10,Angle11,Angle12,D_11_12,D_23_24
10_1.jpg,p1,0.7567759383764711,0.581163914249839,0.33027017627976885,1.0147860169327059,1.1534200832605654,0.25555827335985115,0.37841053159452975,0.5058041825734824,0.4293719177853965,0.4077759723453906,1.675136083727054,0.5073833822498527,0.18407165954268068,0.6332492016297566,0.027775045209472965,0.015503702925625048
11_1.jpg,p1,0.6123211513256148,0.545075561893401,0.2469743693185831,0.8612239273965516,0.9545474838085929,0.025560162322310738,0.04065901260796499,0.44967132703879326,0.35388600171434936,0.35745449298418913,0.4496147380472859,0.3407740945707227,0.11186662776355456,0.8280743500464829,0.008063484854460304,0.005284490598362327
12_1.jpg,p1,0.7367032109029089,0.5451616505690595,0.2986006190427251,1.0479799367257217,0.9311679114969585,0.15104682911812722,0.07985508209414736,0.4766083448038018,0.33498957570039345,0.28241843980848935,0.20191021755373542,0.4363973573847533,0.12071839600693576,0.6146998879132239,0.012577645503757196,0.02035362531554787
13_1.jpg,p1,0.0014044269188028893,0.24447021708494457,0.047147685166077986,0.4475575351626011,0.11038038963710065,0.26494619463093405,0.35581005066844773,0.1038987114536415,0.03404054876310015,0.03789569179210833,0.8770509869253145,0.14357985754048977,0.18146275384920812,0.047949046477542424,0.09340159763293329,0.0591535662608444
14_1.jpg,p1,0.665356904696725,0.49234828117968843,0.18548642917860594,0.7495690747968025,0.8616394660943366,0.10488272812271504,0.10894219661238068,0.22127884110204477,0.2261597388163398,0.2163683174112456,0.21433448965101945,0.27854848187097936,0.012721828940647625,0.4901229296765653,0.005983523690275211,0.013258845104780212
15_1.jpg,p1,0.8155624781132776,0.6138341561217247,0.3396372911143557,1.4674504372792412,1.0416771744170785,0.05006978474398541,0.17862878669859666,0.5093435481272176,0.2803610429706637,0.38795360302943066,2.124853724369702,0.6238900163512983,0.10841491987441722,1.0156186580365052,0.02684171413481269,0.02148183558966338
16_1.jpg,p1,0.9486825587165664,0.6273837876616651,0.3993649302082949,1.1576776813940968,0.97175116211685,0.09597779095422612,0.14446115573460838,0.41070771836256176,0.350112843506166,0.2854503508067116,0.9098821356634881,0.4115472712872823,0.03348458684993778,0.5176729767435333,0.027702742581773077,0.007863712835892616
17_1.jpg,p1,0.5635787492857862,0.546379683132972,0.28387735635923395,0.889336553581401,0.8884167846296831,0.1531630162521804,0.09406096554787388,0.36343273500038153,0.27454518522329197,0.26197827030614046,0.2603447000152452,0.3321416373557737,0.050703100998314585,0.49759047291604835,0.005840676417981179,0.014549856475631031
18_1.jpg,p1,0.6549236397060378,0.4727532863572126,0.26449360423184076,0.8509947480151513,0.750919403389167,0.025065348113657744,0.06002016290387326,0.2617944143945422,0.20411129517440516,0.15463465132352913,0.46497355499015824,0.31819326826919453,0.006992308022629803,0.3150630935596468,0.0106541715144123,0.022479432980498815
1_1.jpg,p1,0.6691763760991488,0.5217426979967839,0.21611971075663128,0.7580815185094784,1.002543775626231,0.008728279753683881,0.02357914918222235,0.5198304524726206,0.23631582587666314,0.3636895848331009,0.48154012394933315,0.31536181914961203,0.1816257552275744,0.9127239895613729,0.010358157077213402,0.004225781601382361
